player__participant__session__code,player__participant__session_id,player__participant__id_in_session,player__participant__code,channel,word,timestamp
ef0hzbwg,22,5,74dfcjcf,word-22-anagrams-44,ant,1501251527.12339
ef0hzbwg,22,4,hhi5zsnv,word-22-anagrams-44,san,1501251528.45112
ef0hzbwg,22,3,fz8v2kfa,word-22-anagrams-44,set,1501251531.13104
ef0hzbwg,22,5,74dfcjcf,word-22-anagrams-44,tan,1501251532.6333
ef0hzbwg,22,3,fz8v2kfa,word-22-anagrams-44,test,1501251541.84171
ef0hzbwg,22,7,gcssnn1p,word-22-anagrams-44,dice,1501251543.35475
ef0hzbwg,22,4,hhi5zsnv,word-22-anagrams-44,sans,1501251566.22263
ef0hzbwg,22,7,gcssnn1p,word-22-anagrams-44,deet,1501251568.41241
ef0hzbwg,22,7,gcssnn1p,word-22-anagrams-44,ted,1501251575.55982
ef0hzbwg,22,7,gcssnn1p,word-22-anagrams-44,pee,1501251580.50697
ef0hzbwg,22,4,hhi5zsnv,word-22-anagrams-44,ats,1501251582.45611
ef0hzbwg,22,7,gcssnn1p,word-22-anagrams-44,peed,1501251583.87401
ef0hzbwg,22,8,vlt8kkgw,word-22-anagrams-44,pip,1501251585.53578
ef0hzbwg,22,7,gcssnn1p,word-22-anagrams-44,pit,1501251588.07774
ef0hzbwg,22,7,gcssnn1p,word-22-anagrams-44,dupe,1501251594.22537
ef0hzbwg,22,8,vlt8kkgw,word-22-anagrams-44,upi,1501251596.57246
ef0hzbwg,22,7,gcssnn1p,word-22-anagrams-44,dude,1501251603.86192
ef0hzbwg,22,7,gcssnn1p,word-22-anagrams-44,pip,1501251607.54508
ef0hzbwg,22,5,74dfcjcf,word-22-anagrams-44,tans,1501251616.64504
ef0hzbwg,22,5,74dfcjcf,word-22-anagrams-44,ants,1501251618.41189
ef0hzbwg,22,7,gcssnn1p,word-22-anagrams-44,upi,1501251625.90925
ef0hzbwg,22,8,vlt8kkgw,word-22-anagrams-44,dup,1501251627.20713
ef0hzbwg,22,8,vlt8kkgw,word-22-anagrams-44,ped,1501251631.95895
ef0hzbwg,22,3,fz8v2kfa,word-22-anagrams-44,nest,1501251632.78253
ef0hzbwg,22,8,vlt8kkgw,word-22-anagrams-44,pie,1501251639.09757
ef0hzbwg,22,5,74dfcjcf,word-22-anagrams-44,santa,1501251640.85797
ef0hzbwg,22,3,fz8v2kfa,word-22-anagrams-44,sent,1501251644.24369
ef0hzbwg,22,7,gcssnn1p,word-22-anagrams-44,pie,1501251644.39763
ef0hzbwg,22,8,vlt8kkgw,word-22-anagrams-44,due,1501251650.61523
ef0hzbwg,22,9,7uore93c,word-22-anagrams-44,ecr,1501251651.01574
ef0hzbwg,22,6,ji49zxof,word-22-anagrams-44,rut,1501251653.42484
ef0hzbwg,22,7,gcssnn1p,word-22-anagrams-44,tip,1501251654.98174
ef0hzbwg,22,7,gcssnn1p,word-22-anagrams-44,dip,1501251658.84351
ef0hzbwg,22,8,vlt8kkgw,word-22-anagrams-44,deep,1501251665.0626
ef0hzbwg,22,8,vlt8kkgw,word-22-anagrams-44,die,1501251668.55143
ef0hzbwg,22,7,gcssnn1p,word-22-anagrams-44,deep,1501251671.90053
ef0hzbwg,22,3,fz8v2kfa,word-22-anagrams-44,ten,1501251680.2614
ef0hzbwg,22,7,gcssnn1p,word-22-anagrams-44,dup,1501251681.86652
ef0hzbwg,22,3,fz8v2kfa,word-22-anagrams-44,tense,1501251687.71241
